id,code,parent_id/id,name,user_type_id/id,chart_template_id/id,reconcile
petrogas_coa_0,0,,Chart Of Account,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
coa_balance_sheet,Class 1 to 3,petrogas_coa_0,Balance Sheet,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_1,1,coa_balance_sheet,Assets,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_11,11,petrogas_coa_1,"Property, plant and equipment",account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_111,111,petrogas_coa_11,Land,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_112,112,petrogas_coa_11,Buildings and structures,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_113,113,petrogas_coa_11,Machinery,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_114,114,petrogas_coa_11,Vehicles,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_115,115,petrogas_coa_11,Office Equipment,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_116,116,petrogas_coa_11,Furniture and fixtures,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_117,117,petrogas_coa_11,"Other property, plant and equipment",account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_118,118,petrogas_coa_11,Acquisition in progress,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_1198,1198,petrogas_coa_11,Accumulated fair value adjustments,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_1199,1199,petrogas_coa_11,Accumulated depreciation,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_12,12,petrogas_coa_1,Investment property,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_121,121,petrogas_coa_12,Investment Property Completed,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_122,122,petrogas_coa_12,Investment Property Under Construction Or Development,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_1298,1298,petrogas_coa_12,Accumulated fair value adjustments,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_1299,1299,petrogas_coa_12,Accumulated depreciation,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_13,13,petrogas_coa_1,Intangible assets Including Goodwill,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_131,131,petrogas_coa_13,Intangible assets other than goodwill,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_1380,1380,petrogas_coa_13,Acquisition in progress,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_1399,1399,petrogas_coa_13,Accumulated amortization,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_13100,13100,petrogas_coa_13,Goodwill,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_14,14,petrogas_coa_1,Financial instruments and investments,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_141,141,petrogas_coa_14,Group companies (intercompany balances),account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_142,142,petrogas_coa_14,Equity instruments,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_143,143,petrogas_coa_14,Debt instruments,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_144,144,petrogas_coa_14,Loans,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_144100,144100,petrogas_coa_144,Employees Loans,account.data_account_type_current_assets,l10n_petrogas.gambian_chart_template,False
petrogas_coa_145,145,petrogas_coa_14,Derivatives,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_1497,1497,petrogas_coa_14,Allowance for credit losses,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_1498,1498,petrogas_coa_14,Accumulated fair value adjustments,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_1499,1499,petrogas_coa_14,Amortized cost adjustment,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_15,15,petrogas_coa_1,Biological assets,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_151,151,petrogas_coa_15,At cost,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_152,152,petrogas_coa_15,At fair value,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_1598,1598,petrogas_coa_15,Accumulated fair value adjustments,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_1599,1599,petrogas_coa_15,Accumulated depreciation,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_16,16,petrogas_coa_1,Accrued and other assets,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_161,161,petrogas_coa_16,Pre-paid expenses,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_162,162,petrogas_coa_16,Accrued income,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_164,164,petrogas_coa_16,Tax other than income (refund),account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_165,165,petrogas_coa_16,Value added tax / goods service tax (refund),account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_166,166,petrogas_coa_16,Restricted Assets,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_167,167,petrogas_coa_16,Other financial assets,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_168,168,petrogas_coa_16,Other non-financial assets,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_17,17,petrogas_coa_1,Inventories,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_171,171,petrogas_coa_17,Stock,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
product_oil_stock,1711,petrogas_coa_171,Oil Product Inventories,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
coa_oil_product_stock_ago,171101,product_oil_stock,GASOIL,account.data_account_type_current_assets,l10n_petrogas.gambian_chart_template,False
coa_oil_product_stock_pms,171102,product_oil_stock,SUPER,account.data_account_type_current_assets,l10n_petrogas.gambian_chart_template,False
coa_oil_product_stock_premix,171103,product_oil_stock,PREMIX,account.data_account_type_current_assets,l10n_petrogas.gambian_chart_template,False
coa_oil_product_stock_fioul,171104,product_oil_stock,FIOUL,account.data_account_type_current_assets,l10n_petrogas.gambian_chart_template,False
coa_oil_product_stock_kero,171105,product_oil_stock,KEROZINE,account.data_account_type_current_assets,l10n_petrogas.gambian_chart_template,False
coa_oil_product_stock_avgas,171106,product_oil_stock,AVGAS,account.data_account_type_current_assets,l10n_petrogas.gambian_chart_template,False
coa_oil_product_stock_lpg_bulk,171107,product_oil_stock,Liquid Propane Gas (LPG) Bulk,account.data_account_type_current_assets,l10n_petrogas.gambian_chart_template,False
coa_oil_product_stock_lpg_6kg,171108,product_oil_stock,Liquid Propane Gas (LPG) 6 Kg,account.data_account_type_current_assets,l10n_petrogas.gambian_chart_template,False
coa_oil_product_stock_lpg_12kg,171109,product_oil_stock,Liquid Propane Gas (LPG) 12.5 Kg,account.data_account_type_current_assets,l10n_petrogas.gambian_chart_template,False
coa_oil_product_stock_lpg_25kg,171110,product_oil_stock,Liquid Propane Gas (LPG) 25 Kg,account.data_account_type_current_assets,l10n_petrogas.gambian_chart_template,False
petrogas_coa_172,172,petrogas_coa_17,Stock on road,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
product_oil_transfert,1721,petrogas_coa_172,Oil Product Transfert,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
coa_oil_product_transit_ago,172101,product_oil_transfert,GASOIL,account.data_account_type_current_assets,l10n_petrogas.gambian_chart_template,False
coa_oil_product_transit_pms,172102,product_oil_transfert,SUPER,account.data_account_type_current_assets,l10n_petrogas.gambian_chart_template,False
coa_oil_product_transit_premix,172103,product_oil_transfert,PREMIX,account.data_account_type_current_assets,l10n_petrogas.gambian_chart_template,False
coa_oil_product_transit_fioul,172104,product_oil_transfert,FIOUL,account.data_account_type_current_assets,l10n_petrogas.gambian_chart_template,False
coa_oil_product_transit_kero,172105,product_oil_transfert,KEROZINE,account.data_account_type_current_assets,l10n_petrogas.gambian_chart_template,False
coa_oil_product_transit_avgas,172106,product_oil_transfert,AVGAS,account.data_account_type_current_assets,l10n_petrogas.gambian_chart_template,False
coa_oil_product_transit_lpg_bulk,172107,product_oil_transfert,Liquid Propane Gas (LPG) Bulk,account.data_account_type_current_assets,l10n_petrogas.gambian_chart_template,False
coa_oil_product_transit_lpg_6kg,172108,product_oil_transfert,Liquid Propane Gas (LPG) 6 Kg,account.data_account_type_current_assets,l10n_petrogas.gambian_chart_template,False
coa_oil_product_transit_lpg_12kg,172109,product_oil_transfert,Liquid Propane Gas (LPG) 12.5 Kg,account.data_account_type_current_assets,l10n_petrogas.gambian_chart_template,False
coa_oil_product_transit_lpg_25kg,172110,product_oil_transfert,Liquid Propane Gas (LPG) 25 Kg,account.data_account_type_current_assets,l10n_petrogas.gambian_chart_template,False
petrogas_coa_18,18,petrogas_coa_1,Trade and other receivables,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_181,181,petrogas_coa_18,Trade Receivables,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
coa_customer_b2b,181001,petrogas_coa_181,B2B Customer,account.data_account_type_receivable,l10n_petrogas.gambian_chart_template,True
coa_customer_coco,181002,petrogas_coa_181,COCO,account.data_account_type_receivable,l10n_petrogas.gambian_chart_template,True
coa_customer_codo,181003,petrogas_coa_181,CODO,account.data_account_type_receivable,l10n_petrogas.gambian_chart_template,True
coa_customer_dodo,181004,petrogas_coa_181,DODO,account.data_account_type_receivable,l10n_petrogas.gambian_chart_template,True
petrogas_coa_182,182,petrogas_coa_18,Contract Assets,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_183,183,petrogas_coa_18,Other Receivables,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_184,184,petrogas_coa_18,Unbilled Revenue,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_1899,1899,petrogas_coa_18,Adjustments,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_19,19,petrogas_coa_1,Statement of Cash Flows,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_191,191,petrogas_coa_19,Banks - Local Currency,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_191001,191001,petrogas_coa_191,Guaranty Trust Bank (GTB GMD),account.data_account_type_liquidity,l10n_petrogas.gambian_chart_template,False
petrogas_coa_191002,191002,petrogas_coa_191,ECOBANK GAMBIA LTD,account.data_account_type_liquidity,l10n_petrogas.gambian_chart_template,False
petrogas_coa_191003,191003,petrogas_coa_191,ZENITH BANK (GAMBIA) LTD - PETROGAS,account.data_account_type_liquidity,l10n_petrogas.gambian_chart_template,False
petrogas_coa_191004,191004,petrogas_coa_191,FIRST INTERNATIONAL BANK (PETROGAS) - GMD,account.data_account_type_liquidity,l10n_petrogas.gambian_chart_template,False
petrogas_coa_191005,191005,petrogas_coa_191,AGIB BANK LTD - (GMD),account.data_account_type_liquidity,l10n_petrogas.gambian_chart_template,False
petrogas_coa_191006,191006,petrogas_coa_191,SKYE BANK,account.data_account_type_liquidity,l10n_petrogas.gambian_chart_template,False
petrogas_coa_191998,191998,petrogas_coa_191,Cheque to be cashed,account.data_account_type_liquidity,l10n_petrogas.gambian_chart_template,False
petrogas_coa_191999,191999,petrogas_coa_191,Cheque to be disbursed,account.data_account_type_liquidity,l10n_petrogas.gambian_chart_template,False
petrogas_coa_192,192,petrogas_coa_19,Banks - Foreign Currency,account_parent.data_account_type_view,l10n_petrogas.gambian_chart_template,False
petrogas_coa_192001,192001,petrogas_coa_192,ECO BANK GAMBIA LTD (USD),account.data_account_type_liquidity,l10n_petrogas.gambian_chart_template,False
petrogas_coa_192002,192002,petrogas_coa_192,GUARANTY TRUST BANK (USD),account.data_account_type_liquidity,l10n_petrogas.gambian_chart_template,False
